voucher_number,voucher_date,branch_code,supplier,status,amount
P001751,2025-08-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,2614.99
P001752,2025-08-27,ACCOUNTS,JOHNY-BEEF-MERCHANT,FINAL,5868.00
P001753,2025-08-27,ACCOUNTS,MURALYA-DAIRY,FINAL,2378.00
P000202,2025-08-27,CGN,CHITRA-AGENCIES,FINAL,17627.96
P000203,2025-08-27,CGN,CHITRA-AGENCIES,FINAL,4375.53
P001754,2025-08-28,ACCOUNTS,VALAVI-AGENCIES,FINAL,15829.80
P001755,2025-08-28,ACCOUNTS,NKP-TRADES-IMPEX,FINAL,83710.53
P001757,2025-08-28,ACCOUNTS,FORTUNE-COMMERCIAL-CO,FINAL,156200.50
P001758,2025-08-28,ACCOUNTS,JIYA-PACKAGINGS,FINAL,8293.01
P001759,2025-08-28,ACCOUNTS,KUTTIYILS-TRADES--AGENCIES,FINAL,8820.00
P001760,2025-08-28,ACCOUNTS,P.M.TRADING-COMPANY,FINAL,20000.00
P001761,2025-08-28,ACCOUNTS,E-P-JOSEPH--COMPANY,FINAL,116619.99
P001762,2025-08-28,ACCOUNTS,CALCUTTA TRADING CO 9447068888,FINAL,6360.00
P001763,2025-08-28,ACCOUNTS,P.K.V.-TRADERS,FINAL,10660.00
P001764,2025-08-28,ACCOUNTS,BROTHERS-TRADING-COMPANY,FINAL,4065.10
P001765,2025-08-28,ACCOUNTS,NATIONAL AGENCIES-  0484-4039115,FINAL,12796.00
P001766,2025-08-28,ACCOUNTS,M.H TRADERS 9895683835,FINAL,8370.00
P001767,2025-08-28,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,6149.01
P001768,2025-08-28,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,14980.00
P001769,2025-08-28,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,5859.00
P001770,2025-08-28,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,3521.01
P001771,2025-08-28,ACCOUNTS,R S IMPORTS,FINAL,7427.02
P000204,2025-08-28,CGN,REEMS SODA PRODUCTS 9947520504,FINAL,5920.00
P001772,2025-08-28,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,732.00
P001773,2025-08-28,ACCOUNTS,MURALYA-DAIRY,FINAL,487.80
P001774,2025-08-28,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1697.00
P001775,2025-08-28,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1428.00
P001776,2025-08-28,ACCOUNTS,MURALYA-DAIRY,FINAL,975.60
P001777,2025-08-28,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,711.00
P001778,2025-08-28,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1236.00
P001779,2025-08-28,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1034.00
P000205,2025-08-28,CGN,VALIYAVEEDANS-AGENCIES,FINAL,25339.96
P000206,2025-08-28,CGN,VALIYAVEEDANS-AGENCIES,FINAL,5029.64
P001780,2025-08-28,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,508.00
P001781,2025-08-28,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,290.00
P001782,2025-08-28,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1976.00
P000207,2025-08-28,CGN,VALIYAVEEDANS-AGENCIES,FINAL,9020.58
P000208,2025-08-28,CGN,VALIYAVEEDANS-AGENCIES,FINAL,4643.60
P000209,2025-08-28,CGN,VALIYAVEEDANS-AGENCIES,FINAL,13557.56
P000210,2025-08-28,CGN,VALIYAVEEDANS-AGENCIES,FINAL,3316.61
P000211,2025-08-28,CGN,ZAM-ZAM-TRADE-LINK,FINAL,26453.27
P000212,2025-08-28,CGN,ZAM-ZAM-TRADE-LINK,FINAL,41279.26
P000213,2025-08-28,CGN,KREEM FOODS (P) LTD,FINAL,17182.44
P000214,2025-08-28,CGN,KREEM FOODS (P) LTD,FINAL,1665.01
P001783,2025-08-29,ACCOUNTS,313 STAR TRADE LINK,FINAL,11086.20
P001784,2025-08-29,ACCOUNTS,USHAS-ENTERPRISES,FINAL,42721.10
P001785,2025-08-29,ACCOUNTS,VELLATHARAYIL GREEN BIO COMPOSTABLES,FINAL,100320.00
P001786,2025-08-29,ACCOUNTS,CENTURY-POLYMERS,FINAL,11620.00
P001787,2025-08-29,ACCOUNTS,SIBI-STORE,FINAL,162610.03
P001788,2025-08-29,ACCOUNTS,M.H TRADERS 9895683835,FINAL,15757.50
P001789,2025-08-29,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,12294.00
P001790,2025-08-29,ACCOUNTS,S S HALAL CHICKEN CENTRE 9495568969,FINAL,32004.00
P001791,2025-08-29,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,9007.50
P001792,2025-08-29,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,9973.00
P000215,2025-08-29,CGN,PUNARTHAM AGENIES 9995692927,FINAL,40250.22
P000216,2025-08-29,CGN,BARKATH TRADERS 8714790900,FINAL,2156.64
P001793,2025-08-29,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,383.00
P001794,2025-08-29,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,638.00
P001795,2025-08-29,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,893.00
P001797,2025-08-29,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1458.00
P001798,2025-08-29,ACCOUNTS,MURALYA-DAIRY,FINAL,823.20
P001800,2025-08-29,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,410.00
P001801,2025-08-29,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1188.00
P001802,2025-08-29,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,968.00
P001803,2025-08-29,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,254.00
P001804,2025-08-29,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,860.00
P000217,2025-08-29,CGN,COMMERCIAL-COMBINES,FINAL,107219.61
P001805,2025-08-29,ACCOUNTS,ABRAHAM AND SONS 8281344674,FINAL,11250.00
