voucher_number,voucher_date,branch_code,supplier,status,amount
P000891,2025-07-21,ACCOUNTS,MURALYA-DAIRY,FINAL,375.33
P000892,2025-07-21,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1091.00
P000893,2025-07-21,ACCOUNTS,MURALYA-DAIRY,FINAL,1998.66
P000894,2025-07-21,ACCOUNTS,JOHNY-BEEF-MERCHANT,FINAL,5400.00
P000895,2025-07-21,ACCOUNTS,M.H TRADERS 9895683835,FINAL,22223.00
P000896,2025-07-21,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,947.00
P000897,2025-07-21,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,8944.99
P000898,2025-07-21,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,2115.74
P000899,2025-07-21,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,6382.04
P000900,2025-07-21,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,5995.10
P000901,2025-07-21,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,8287.10
P000902,2025-07-21,ACCOUNTS,SAGAR AGENCIES 9446377469,FINAL,14111.38
P000904,2025-07-22,ACCOUNTS,VINOD--CO,FINAL,6353.00
P000905,2025-07-22,ACCOUNTS,VINOD--CO,FINAL,14250.00
P000906,2025-07-22,ACCOUNTS,SHREE-MAHAVEER-TRADERS,FINAL,11926.00
P000907,2025-07-22,ACCOUNTS,SKM EGG PRODUCTS EXPORT(INDIA) LIMITED 4242351532,FINAL,20616.80
P000908,2025-07-22,ACCOUNTS,NKP-TRADES-IMPEX,FINAL,53336.53
P000909,2025-07-22,ACCOUNTS,P.K.V.-TRADERS,FINAL,5385.00
P000910,2025-07-22,ACCOUNTS,E-P-JOSEPH--COMPANY,FINAL,61439.98
P000911,2025-07-22,ACCOUNTS,CALCUTTA TRADING CO 9447068888,FINAL,9540.00
P000912,2025-07-22,ACCOUNTS,P.M.TRADING-COMPANY,FINAL,20000.00
P000913,2025-07-22,ACCOUNTS,FORTUNE-COMMERCIAL-CO,FINAL,118500.10
P000914,2025-07-22,ACCOUNTS,VALAVI-AGENCIES,FINAL,8800.41
P000915,2025-07-22,ACCOUNTS,COCHIN-BAKERS-AND-SPICES,FINAL,23921.61
P000916,2025-07-22,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,602.00
P000917,2025-07-22,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,711.00
P000918,2025-07-22,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1066.00
P000919,2025-07-22,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1665.00
P000920,2025-07-22,ACCOUNTS,MURALYA-DAIRY,FINAL,1188.00
P000921,2025-07-22,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,635.54
P000922,2025-07-22,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1158.00
P000923,2025-07-22,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,671.00
P000924,2025-07-22,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,648.00
P000925,2025-07-22,ACCOUNTS,MURALYA-DAIRY,FINAL,254.00
P000926,2025-07-22,ACCOUNTS,MURALYA-DAIRY,FINAL,254.00
P000927,2025-07-22,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,262.00
P000928,2025-07-22,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1375.00
P000929,2025-07-22,ACCOUNTS,JOHNY-BEEF-MERCHANT,FINAL,1800.00
P000930,2025-07-22,ACCOUNTS,MURALYA-DAIRY,FINAL,2322.00
P000931,2025-07-22,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,7478.99
P000932,2025-07-22,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,900.49
P000933,2025-07-22,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,7742.00
P000934,2025-07-22,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,3582.00
P000935,2025-07-22,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,7697.05
P000936,2025-07-23,ACCOUNTS,NANDHUS-BHARAT-GAS,FINAL,51274.00
P000937,2025-07-23,ACCOUNTS,VALIYAVEEDANS-AGENCIES,FINAL,45054.15
P000938,2025-07-23,ACCOUNTS,HOTELIERS-CHOICE,FINAL,5707.32
P000939,2025-07-23,ACCOUNTS,HOTELIERS-CHOICE,FINAL,16193.00
P000940,2025-07-23,ACCOUNTS,HOTELIERS-CHOICE,FINAL,9499.95
P000941,2025-07-23,ACCOUNTS,HOTELIERS-CHOICE,FINAL,18754.00
P000942,2025-07-23,ACCOUNTS,M.H TRADERS 9895683835,FINAL,18857.00
P000943,2025-07-23,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,1983.00
P000120,2025-07-23,CGN,RAHIM-ENTERPRISES,FINAL,24754.42
P000944,2025-07-23,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,6905.10
P000945,2025-07-23,ACCOUNTS,MURALYA-DAIRY,FINAL,487.80
P000946,2025-07-23,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,782.35
P000947,2025-07-23,ACCOUNTS,MURALYA-DAIRY,FINAL,1190.20
P000948,2025-07-23,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,969.00
P000949,2025-07-23,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,350.00
P000950,2025-07-23,ACCOUNTS,MURALYA-DAIRY,FINAL,254.00
P000951,2025-07-23,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1150.00
P000952,2025-07-23,ACCOUNTS,MURALYA-DAIRY,FINAL,1876.00
P000953,2025-07-23,ACCOUNTS,M.H TRADERS 9895683835,FINAL,15919.00
P000954,2025-07-23,ACCOUNTS,M.H TRADERS 9895683835,FINAL,22433.00
P000955,2025-07-23,ACCOUNTS,KRISHNA COCONUT DEALER 9447989851,FINAL,10950.00
P000956,2025-07-23,ACCOUNTS,A.ABDUL-SALAM,FINAL,2298.00
P000957,2025-07-23,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,11220.00
P000958,2025-07-23,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,710.65
P000959,2025-07-23,ACCOUNTS,S S HALAL CHICKEN CENTRE 9495568969,FINAL,59008.10
P000960,2025-07-23,ACCOUNTS,CACOBEAN-CHOCOLATIER-PVT-LTD,FINAL,10620.00
P000961,2025-07-23,ACCOUNTS,STALLION-SYSTEMS--SOLUTIONS-PVT.-LTD.,FINAL,1123.00
P000121,2025-07-23,CGN,SNEHA-ENTERPRISES,FINAL,23658.27
P000962,2025-07-23,ACCOUNTS,PRINTSHOP 04842398151,FINAL,1888.00
P000963,2025-07-23,ACCOUNTS,UNILAB 42555455,FINAL,2178.00
P000964,2025-07-23,ACCOUNTS,R S IMPORTS,FINAL,4070.00
P000122,2025-07-23,CGN,VALIYAVEEDANS-AGENCIES,FINAL,28484.76
P000965,2025-07-24,ACCOUNTS,ZAM-ZAM-TRADE-LINK,FINAL,11759.00
P000966,2025-07-24,ACCOUNTS,ZAM-ZAM-TRADE-LINK,FINAL,5875.50
P000967,2025-07-24,ACCOUNTS,SIBI-STORE,FINAL,96222.30
P000968,2025-07-24,ACCOUNTS,SUPER-TRADERS,FINAL,101468.96
P000123,2025-07-25,CGN,MIKKU--DISTRIBUTIONS,FINAL,5806.80
P000969,2025-07-26,ACCOUNTS,NANDHUS-BHARAT-GAS,FINAL,33080.00
P000970,2025-07-26,ACCOUNTS,GLORY-PACKAGE,FINAL,45087.00
P000971,2025-07-26,ACCOUNTS,SURABHI OIL INDUSTRIES 8926555566,FINAL,57500.00
P000972,2025-07-26,ACCOUNTS,FRESH-FOOD,FINAL,3825.00
P000973,2025-07-26,ACCOUNTS,COCHIN-BAKERS-AND-SPICES,FINAL,28908.72
P000974,2025-07-26,ACCOUNTS,SUPER-TRADERS,FINAL,3300.00
P000975,2025-07-26,ACCOUNTS,ZAM-ZAM-TRADE-LINK,FINAL,25544.00
P000976,2025-07-26,ACCOUNTS,HOTELIERS-CHOICE,FINAL,18891.90
P000977,2025-07-26,ACCOUNTS,HOTELIERS-CHOICE,FINAL,11981.52
P000978,2025-07-26,ACCOUNTS,HOTELIERS-CHOICE,FINAL,11800.01
P000979,2025-07-26,ACCOUNTS,SIMBION INGREDIENTS 9311730869,FINAL,6165.50
P000124,2025-07-26,CGN,KREEM FOODS (P) LTD,FINAL,540.01
P000125,2025-07-26,CGN,KREEM FOODS (P) LTD,FINAL,1620.00
P000980,2025-07-26,ACCOUNTS,MURALYA-DAIRY,FINAL,488.05
P000981,2025-07-26,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,1333.00
P000982,2025-07-26,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,317.00
P000983,2025-07-26,ACCOUNTS,MURALYA-DAIRY,FINAL,671.30
P000984,2025-07-26,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,654.00
P000985,2025-07-26,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,265.00
P000986,2025-07-26,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,710.00
P000987,2025-07-26,ACCOUNTS,MURALYA-DAIRY,FINAL,569.08
P000988,2025-07-26,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,376.00
P000989,2025-07-26,ACCOUNTS,MURALYA-DAIRY,FINAL,315.08
P000990,2025-07-26,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1494.00
P000991,2025-07-26,ACCOUNTS,JOHNY-BEEF-MERCHANT,FINAL,2880.00
P000992,2025-07-26,ACCOUNTS,MURALYA-DAIRY,FINAL,2186.25
P000993,2025-07-26,ACCOUNTS,M.H TRADERS 9895683835,FINAL,19117.00
P000994,2025-07-26,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,7663.99
P000995,2025-07-26,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,6673.01
P000996,2025-07-26,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,8020.01
P000997,2025-07-26,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,2792.99
P000998,2025-07-26,ACCOUNTS,S S HALAL CHICKEN CENTRE 9495568969,FINAL,47012.10
P000999,2025-07-26,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,6025.10
P001000,2025-07-26,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,6377.58
P000126,2025-07-26,CGN,KREEM FOODS (P) LTD,FINAL,5694.03
P001001,2025-07-26,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,449.00
P001002,2025-07-26,ACCOUNTS,MURALYA-DAIRY,FINAL,488.05
P001003,2025-07-26,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1297.00
P001004,2025-07-26,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1037.00
P001005,2025-07-26,ACCOUNTS,MURALYA-DAIRY,FINAL,1006.95
P001006,2025-07-26,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1059.00
P001007,2025-07-26,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,620.00
P001008,2025-07-26,ACCOUNTS,MURALYA-DAIRY,FINAL,376.17
P001009,2025-07-26,ACCOUNTS,MURALYA-DAIRY,FINAL,254.00
P001010,2025-07-26,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1455.42
P001011,2025-07-26,ACCOUNTS,MURALYA-DAIRY,FINAL,1758.67
P001012,2025-07-26,ACCOUNTS,M.H TRADERS 9895683835,FINAL,12060.00
P001013,2025-07-26,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,3003.00
P001014,2025-07-26,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,13420.00
P001015,2025-07-26,ACCOUNTS,A.ABDUL-SALAM,FINAL,3704.00
P001016,2025-07-26,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,2025.99
P001017,2025-07-26,ACCOUNTS,KRISHNA COCONUT DEALER 9447989851,FINAL,14600.00
P001018,2025-07-26,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,7475.04
P000127,2025-07-26,CGN,KARTHIKA-AGENCIES,FINAL,1498.90
P000128,2025-07-26,CGN,RAMD-ENTERPRISES,FINAL,36601.00
P001019,2025-07-28,ACCOUNTS,M.H TRADERS 9895683835,FINAL,13228.50
P001020,2025-07-28,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,5736.99
P001021,2025-07-28,ACCOUNTS,S S HALAL CHICKEN CENTRE 9495568969,FINAL,46004.00
P001022,2025-07-28,ACCOUNTS,SAGAR AGENCIES 9446377469,FINAL,19709.66
P001023,2025-07-28,ACCOUNTS,M.H TRADERS 9895683835,FINAL,12857.99
P001024,2025-07-28,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,1102.00
P001025,2025-07-28,ACCOUNTS,A.ABDUL-SALAM,FINAL,3771.99
P001026,2025-07-28,ACCOUNTS,S S HALAL CHICKEN CENTRE 9495568969,FINAL,58000.00
P001027,2025-07-28,ACCOUNTS,M.H TRADERS 9895683835,FINAL,2313.00
P001028,2025-07-28,ACCOUNTS,M.H TRADERS 9895683835,FINAL,15393.03
P001029,2025-07-28,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,1975.01
P001030,2025-07-28,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,14842.00
P001031,2025-07-28,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,7109.04
P001032,2025-07-28,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,7416.05
P001033,2025-07-28,ACCOUNTS,SIBI-STORE,FINAL,78220.27
P001034,2025-07-28,ACCOUNTS,VALIYAVEEDANS-AGENCIES,FINAL,26654.62
P001035,2025-07-28,ACCOUNTS,ZAM-ZAM-TRADE-LINK,FINAL,4878.50
P001036,2025-07-28,ACCOUNTS,PAPERLOOM INDUSTRIES 9746914235,FINAL,5746.01
P001037,2025-07-29,ACCOUNTS,VINOD--CO,FINAL,18850.00
P001038,2025-07-29,ACCOUNTS,VINOD--CO,FINAL,7552.15
P001039,2025-07-29,ACCOUNTS,SKM EGG PRODUCTS EXPORT(INDIA) LIMITED 4242351532,FINAL,14968.80
P001040,2025-07-29,ACCOUNTS,COCHIN-BAKERS-AND-SPICES,FINAL,13074.67
P001041,2025-07-29,ACCOUNTS,BSP-PAPER-PRODUCTS,FINAL,13750.00
P001042,2025-07-29,ACCOUNTS,M.H TRADERS 9895683835,FINAL,11294.10
P001043,2025-07-29,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,861.00
P001044,2025-07-29,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,7542.69
P001045,2025-07-29,ACCOUNTS,A.ABDUL-SALAM,FINAL,2255.37
P001046,2025-07-29,ACCOUNTS,KRISHNA COCONUT DEALER 9447989851,FINAL,11100.00
P001047,2025-07-29,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,6752.58
P001048,2025-07-29,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,8325.58
P000129,2025-07-29,CGN,COMMERCIAL-COMBINES,FINAL,29302.27
P001049,2025-07-29,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,252.00
P001050,2025-07-29,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,390.00
P001051,2025-07-29,ACCOUNTS,JOHNY-BEEF-MERCHANT,FINAL,720.00
P001052,2025-07-29,ACCOUNTS,MURALYA-DAIRY,FINAL,457.00
P001053,2025-07-29,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,366.00
P001054,2025-07-29,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,390.00
P001055,2025-07-29,ACCOUNTS,MURALYA-DAIRY,FINAL,314.97
P001057,2025-07-29,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,610.00
P001058,2025-07-29,ACCOUNTS,MURALYA-DAIRY,FINAL,2312.64
P001059,2025-07-29,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,617.00
P001060,2025-07-29,ACCOUNTS,MURALYA-DAIRY,FINAL,487.92
P001061,2025-07-29,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,500.00
P001062,2025-07-29,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1239.00
P001063,2025-07-29,ACCOUNTS,MURALYA-DAIRY,FINAL,1159.08
P001064,2025-07-29,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,426.00
P001065,2025-07-29,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,688.00
P001066,2025-07-29,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,498.00
P001067,2025-07-29,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,850.00
P001068,2025-07-29,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1449.90
P000130,2025-07-29,CGN,CHITRA-AGENCIES,FINAL,10617.25
P001069,2025-07-30,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,282.00
P001070,2025-07-30,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,421.00
P001071,2025-07-30,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,13576.00
P001072,2025-07-30,ACCOUNTS,M.H TRADERS 9895683835,FINAL,14689.80
P001073,2025-07-30,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,4213.01
P001074,2025-07-30,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,2182.46
P001075,2025-07-30,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,5443.99
P000131,2025-07-30,CGN,RAHIM-ENTERPRISES,FINAL,24554.97
P000132,2025-07-30,CGN,VALIYAVEEDANS-AGENCIES,FINAL,15786.37
P001076,2025-07-30,ACCOUNTS,NANDHUS-BHARAT-GAS,FINAL,56236.00
P001077,2025-07-30,ACCOUNTS,CALCUTTA TRADING CO 9447068888,FINAL,9540.00
P001078,2025-07-30,ACCOUNTS,P.K.V.-TRADERS,FINAL,6255.00
P001079,2025-07-30,ACCOUNTS,VALAVI-AGENCIES,FINAL,10163.00
P000133,2025-07-30,CGN,SNEHA-ENTERPRISES,FINAL,20533.62
P001080,2025-07-30,ACCOUNTS,NKP-TRADES-IMPEX,FINAL,103762.22
P001081,2025-07-30,ACCOUNTS,FORTUNE-COMMERCIAL-CO,FINAL,101150.10
P001082,2025-07-30,ACCOUNTS,KUTTIYILS-TRADES--AGENCIES,FINAL,8820.00
P001083,2025-07-30,ACCOUNTS,E-P-JOSEPH--COMPANY,FINAL,58669.99
P001084,2025-07-30,ACCOUNTS,SUPER-TRADERS,FINAL,116977.83
P001085,2025-07-30,ACCOUNTS,HOTELIERS-CHOICE,FINAL,8300.01
P001086,2025-07-30,ACCOUNTS,HOTELIERS-CHOICE,FINAL,2592.00
P001087,2025-07-30,ACCOUNTS,HOTELIERS-CHOICE,FINAL,13494.00
P000134,2025-07-30,CGN,A.K.M ENTERPRISES 9249773639,FINAL,19829.50
P001088,2025-07-30,ACCOUNTS,MURALYA-DAIRY,FINAL,488.25
P001089,2025-07-30,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1036.00
P001090,2025-07-30,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,983.50
P001091,2025-07-30,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1647.00
P001092,2025-07-30,ACCOUNTS,MURALYA-DAIRY,FINAL,1007.75
P000135,2025-07-30,CGN,BARKATH TRADERS 8714790900,FINAL,2558.40
P001093,2025-07-31,ACCOUNTS,REGAL STORES 9495373390,FINAL,2340.00
P001094,2025-07-31,ACCOUNTS,M.H TRADERS 9895683835,FINAL,12304.02
P001095,2025-07-31,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,998.00
P001096,2025-07-31,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,16805.00
P001097,2025-07-31,ACCOUNTS,A.ABDUL-SALAM,FINAL,2210.00
P001098,2025-07-31,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,7223.10
P001099,2025-07-31,ACCOUNTS,S S HALAL CHICKEN CENTRE 9495568969,FINAL,51011.20
P001100,2025-07-31,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,238.00
P001101,2025-07-31,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,494.00
P001102,2025-07-31,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,634.00
P001103,2025-07-31,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,380.00
P001104,2025-07-31,ACCOUNTS,MURALYA-DAIRY,FINAL,671.83
P001105,2025-07-31,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,528.00
P001106,2025-07-31,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,670.00
P001107,2025-07-31,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,637.00
P001108,2025-07-31,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,747.00
P001109,2025-07-31,ACCOUNTS,MURALYA-DAIRY,FINAL,254.44
P001110,2025-07-31,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,403.00
P001111,2025-07-31,ACCOUNTS,MURALYA-DAIRY,FINAL,254.00
P001112,2025-07-31,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,2521.99
P001113,2025-07-31,ACCOUNTS,K R ASSOCIATES  9895683835,FINAL,50751.20
P001114,2025-07-31,ACCOUNTS,K R ASSOCIATES  9895683835,FINAL,12413.85
P001115,2025-07-31,ACCOUNTS,ABRAHAM AND SONS 8281344674,FINAL,9200.00
P000136,2025-07-31,CGN,ZAM-ZAM-TRADE-LINK,FINAL,36503.44
P000137,2025-07-31,CGN,A.S.K-ENTERPRISES,FINAL,7467.01
P001116,2025-08-01,ACCOUNTS,M.H TRADERS 9895683835,FINAL,10293.99
P001117,2025-08-01,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,4608.00
P001118,2025-08-01,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,3484.00
P001119,2025-08-01,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,8284.56
P001120,2025-08-01,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,6246.58
P001121,2025-08-01,ACCOUNTS,QUICK FOODS 9746597358,FINAL,1761.00
P001122,2025-08-01,ACCOUNTS,ENRICH ASSOCIATE 9895683835,FINAL,11550.00
P001123,2025-08-01,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,699.00
P001124,2025-08-01,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,488.05
P001125,2025-08-01,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,517.00
P001126,2025-08-01,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,933.00
P001128,2025-08-01,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1404.00
P001129,2025-08-01,ACCOUNTS,MURALYA-DAIRY,FINAL,1159.35
P001130,2025-08-01,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,528.00
P001131,2025-08-01,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,698.00
P001132,2025-08-01,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1090.00
P001133,2025-08-01,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,376.17
P001134,2025-08-01,ACCOUNTS,MURALYA-DAIRY,FINAL,254.00
P001135,2025-08-01,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,649.10
P000138,2025-08-01,CGN,VOLUME-SALES,FINAL,26930.38
P000139,2025-08-01,CGN,ALPHA-AGENCIES,FINAL,25767.93
P000140,2025-08-01,CGN,MIKKU--DISTRIBUTIONS,FINAL,5290.78
P000141,2025-08-01,CGN,PUNARTHAM AGENIES 9995692927,FINAL,21279.26
P001136,2025-08-02,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1573.00
P001137,2025-08-02,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1058.58
P001138,2025-08-02,ACCOUNTS,MURALYA-DAIRY,FINAL,1159.35
P001139,2025-08-02,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,408.00
P001141,2025-08-02,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1309.00
P001142,2025-08-02,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,677.00
P001143,2025-08-02,ACCOUNTS,MURALYA-DAIRY,FINAL,254.00
P001144,2025-08-02,ACCOUNTS,MURALYA-DAIRY,FINAL,315.08
P001145,2025-08-02,ACCOUNTS,NANDHUS-BHARAT-GAS,FINAL,51274.00
P001146,2025-08-02,ACCOUNTS,USHAS-ENTERPRISES,FINAL,33278.87
P001147,2025-08-02,ACCOUNTS,FRESH-FOOD,FINAL,3825.00
P001148,2025-08-02,ACCOUNTS,NALLA-FOODS,FINAL,27932.80
P001149,2025-08-02,ACCOUNTS,HOTELIERS-CHOICE,FINAL,14999.94
P001150,2025-08-02,ACCOUNTS,HOTELIERS-CHOICE,FINAL,479.98
P001151,2025-08-02,ACCOUNTS,PAPERLOOM INDUSTRIES 9746914235,FINAL,2681.00
P001152,2025-08-02,ACCOUNTS,SURABHI OIL INDUSTRIES 8926555566,FINAL,11040.00
P001153,2025-08-02,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,12301.00
P001154,2025-08-02,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,31927.00
P001155,2025-08-02,ACCOUNTS,M.H TRADERS 9895683835,FINAL,8825.64
P001156,2025-08-02,ACCOUNTS,KRISHNA COCONUT DEALER 9447989851,FINAL,10800.00
P001157,2025-08-02,ACCOUNTS,SAGAR AGENCIES 9446377469,FINAL,18048.89
P000142,2025-08-02,CGN,VALIYAVEEDANS-AGENCIES,FINAL,19890.58
P000143,2025-08-02,CGN,VALIYAVEEDANS-AGENCIES,FINAL,27126.52
P000144,2025-08-02,CGN,SREE-SIVA-AGENCIES,FINAL,24906.73
P001158,2025-08-04,ACCOUNTS,VELLATHARAYIL GREEN BIO COMPOSTABLES,FINAL,26875.00
P001159,2025-08-04,ACCOUNTS,COCHIN-BAKERS-AND-SPICES,FINAL,40899.85
P001160,2025-08-04,ACCOUNTS,ENRICH ASSOCIATE 9895683835,FINAL,7350.00
P001161,2025-08-04,ACCOUNTS,SIBI-STORE,FINAL,81629.28
P001162,2025-08-04,ACCOUNTS,VALIYAVEEDANS-AGENCIES,FINAL,45040.50
P001163,2025-08-04,ACCOUNTS,URBAN-STANISLAUS-AND-COMPANY,FINAL,50872.50
P001164,2025-08-04,ACCOUNTS,SUNRISE HAIWA 9946315232,FINAL,29400.00
P001165,2025-08-04,ACCOUNTS,Q BAGS PVT LTD,FINAL,15938.28
P001166,2025-08-04,ACCOUNTS,SIBI-STORE,FINAL,100080.20
P001167,2025-08-04,ACCOUNTS,MITHRA-TRADERS,FINAL,38498.00
P001168,2025-08-04,ACCOUNTS,ENRICH ASSOCIATE 9895683835,FINAL,4410.00
P000145,2025-08-04,CGN,REEMS SODA PRODUCTS 9947520504,FINAL,4440.00
P001169,2025-08-04,ACCOUNTS,MURALYA-DAIRY,FINAL,488.05
P001170,2025-08-04,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,699.00
P001171,2025-08-04,ACCOUNTS,MURALYA-DAIRY,FINAL,152.40
P001172,2025-08-04,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,276.00
P001173,2025-08-04,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,721.00
P001174,2025-08-04,ACCOUNTS,MURALYA-DAIRY,FINAL,855.00
